145
5.00000000e+00 1.50000000e+02 5.50000000e-01 7.62410595e-01 7.44320987e-01
1 0
5.00000000e+00 7.69039611e-01 7.51416353e-05 9.87793691e-09
6.00000000e+00 6.13819733e-01 5.98503871e-05 1.11022302e-16
7.00000000e+00 4.99840451e-01 5.44863538e-05 0.00000000e+00
8.00000000e+00 4.14141659e-01 5.36022981e-05 3.44048144e-14
9.00000000e+00 3.48161394e-01 5.26172332e-05 0.00000000e+00
1.00000000e+01 2.96404259e-01 4.68739307e-05 0.00000000e+00
1.10000000e+01 2.55042487e-01 4.33196880e-05 0.00000000e+00
1.20000000e+01 2.21532400e-01 5.06796834e-05 0.00000000e+00
1.30000000e+01 1.93934414e-01 3.77928999e-05 1.11022302e-16
1.40000000e+01 1.71005215e-01 4.26650748e-05 0.00000000e+00
1.50000000e+01 1.51636795e-01 3.97755448e-05 0.00000000e+00
1.60000000e+01 1.35190593e-01 3.37464515e-05 2.22044605e-16
1.70000000e+01 1.21083986e-01 3.25282492e-05 0.00000000e+00
1.80000000e+01 1.08892143e-01 3.50007429e-05 0.00000000e+00
1.90000000e+01 9.82813788e-02 3.20552725e-05 0.00000000e+00
2.00000000e+01 8.90052921e-02 2.78643444e-05 2.22044605e-16
2.10000000e+01 8.08368637e-02 2.81411748e-05 0.00000000e+00
2.20000000e+01 7.36172568e-02 2.83646757e-05 0.00000000e+00
2.30000000e+01 6.72049354e-02 2.59161140e-05 0.00000000e+00
2.40000000e+01 6.14947817e-02 2.50241447e-05 1.38559731e-16
2.50000000e+01 5.63747770e-02 2.53395913e-05 0.00000000e+00
2.60000000e+01 5.17914712e-02 2.39159640e-05 1.09984160e-16
2.70000000e+01 4.76481571e-02 2.20647137e-05 0.00000000e+00
2.80000000e+01 4.39217583e-02 2.27739921e-05 1.44622052e-16
2.90000000e+01 4.05418365e-02 2.15709898e-05 0.00000000e+00
3.00000000e+01 3.74945087e-02 1.88931894e-05 0.00000000e+00
3.10000000e+01 3.46869891e-02 1.89791924e-05 0.00000000e+00
3.20000000e+01 3.21554194e-02 1.84361494e-05 0.00000000e+00
3.30000000e+01 2.98530764e-02 1.70813408e-05 0.00000000e+00
3.40000000e+01 2.77307173e-02 1.63324552e-05 0.00000000e+00
3.50000000e+01 2.57916399e-02 1.58330498e-05 0.00000000e+00
3.60000000e+01 2.40060758e-02 1.50815290e-05 1.11022302e-16
3.70000000e+01 2.23698223e-02 1.46853246e-05 0.00000000e+00
3.80000000e+01 2.08589157e-02 1.33685688e-05 0.00000000e+00
3.90000000e+01 1.94721040e-02 1.23237077e-05 1.11022302e-16
4.00000000e+01 1.81873186e-02 1.20192965e-05 1.82836529e-17
4.10000000e+01 1.70045494e-02 1.17310088e-05 0.00000000e+00
4.20000000e+01 1.59044519e-02 1.11253791e-05 0.00000000e+00
4.30000000e+01 1.48901759e-02 1.04602921e-05 2.22044605e-16
4.40000000e+01 1.39452254e-02 1.00053400e-05 0.00000000e+00
4.50000000e+01 1.30710454e-02 9.51246649e-06 0.00000000e+00
4.60000000e+01 1.22601365e-02 9.22597694e-06 0.00000000e+00
4.70000000e+01 1.15052233e-02 8.59462188e-06 2.22044605e-16
4.80000000e+01 1.08046400e-02 8.34789731e-06 0.00000000e+00
4.90000000e+01 1.01499180e-02 7.79289307e-06 5.55111512e-16
5.00000000e+01 9.54106030e-03 7.41532166e-06 3.54440254e-16
5.10000000e+01 8.96550753e-03 6.97292907e-06 0.00000000e+00
5.20000000e+01 8.43276941e-03 6.59947822e-06 1.86584584e-16
5.30000000e+01 7.93846306e-03 6.30221167e-06 0.00000000e+00
5.40000000e+01 7.47297374e-03 5.95577288e-06 0.00000000e+00
5.50000000e+01 7.03355179e-03 5.65195418e-06 0.00000000e+00
5.60000000e+01 6.62607486e-03 5.33712545e-06 4.44089210e-16
5.70000000e+01 6.24230393e-03 5.03777403e-06 0.00000000e+00
5.80000000e+01 5.87702889e-03 4.77001081e-06 7.16090286e-17
5.90000000e+01 5.54447324e-03 4.47886818e-06 0.00000000e+00
6.00000000e+01 5.22939586e-03 4.23641715e-06 0.00000000e+00
6.10000000e+01 4.93052270e-03 3.99757774e-06 1.11022302e-16
6.20000000e+01 4.64394777e-03 3.78175799e-06 0.00000000e+00
6.30000000e+01 4.38818825e-03 3.55579740e-06 0.00000000e+00
6.40000000e+01 4.13925428e-03 3.36887874e-06 0.00000000e+00
6.50000000e+01 3.90389751e-03 3.18283278e-06 0.00000000e+00
6.60000000e+01 3.68420020e-03 3.00554187e-06 0.00000000e+00
6.70000000e+01 3.47531833e-03 2.83674677e-06 0.00000000e+00
6.80000000e+01 3.27865783e-03 2.67402257e-06 8.14321940e-17
6.90000000e+01 3.09454683e-03 2.53555379e-06 9.39513027e-17
7.00000000e+01 2.91970685e-03 2.37957407e-06 1.11022302e-16
7.10000000e+01 2.75579965e-03 2.25466475e-06 0.00000000e+00
7.20000000e+01 2.60094914e-03 2.12148736e-06 2.22044605e-16
7.30000000e+01 2.45468497e-03 2.00142063e-06 4.44089210e-16
7.40000000e+01 2.31794007e-03 1.90082299e-06 0.00000000e+00
7.50000000e+01 2.19031637e-03 1.79046145e-06 3.15438015e-16
7.60000000e+01 2.07056686e-03 1.69826036e-06 0.00000000e+00
7.70000000e+01 1.95962517e-03 1.61013074e-06 0.00000000e+00
7.80000000e+01 1.85667777e-03 1.51903386e-06 0.00000000e+00
7.90000000e+01 1.76168447e-03 1.44296060e-06 0.00000000e+00
8.00000000e+01 1.67485959e-03 1.37751308e-06 0.00000000e+00
8.10000000e+01 1.59626228e-03 1.30349384e-06 0.00000000e+00
8.20000000e+01 1.52608354e-03 1.24671983e-06 0.00000000e+00
8.30000000e+01 1.46325009e-03 1.19599692e-06 0.00000000e+00
8.40000000e+01 1.40936769e-03 1.15662305e-06 0.00000000e+00
8.50000000e+01 1.36306098e-03 1.15715178e-06 0.00000000e+00
8.60000000e+01 1.32486063e-03 1.15378534e-06 0.00000000e+00
