480 2.83614114e+00 1.47396200e+00
1.00000000e+00 2.50000000e+02 3.63116527e+01
1.00000000e+00 3.59486024e+01 1.67158540e-01 4.86385698e+00 -1.59659310e+00 8.80521259e-01 7.17831154e-01 1.32232155e+00 5.32208306e-01 2.15349346e+00
1.01159375e+00 3.59427786e+01 1.69669457e-01 4.81829291e+00 -1.58694361e+00 8.76113124e-01 7.19966011e-01 1.29786824e+00 5.29046623e-01 2.13514371e+00
1.02332192e+00 3.59368674e+01 1.72214559e-01 4.77302474e+00 -1.57764369e+00 8.71700600e-01 7.22091169e-01 1.27451526e+00 5.25893757e-01 2.11690327e+00
1.03518606e+00 3.59308675e+01 1.74794245e-01 4.72807270e+00 -1.56840992e+00 8.67155395e-01 7.24206368e-01 1.25153773e+00 5.22749953e-01 2.09877161e+00
1.04718775e+00 3.59247777e+01 1.77408915e-01 4.68338378e+00 -1.55882893e+00 8.62835622e-01 7.26311432e-01 1.22928833e+00 5.19615831e-01 2.08074847e+00
1.05932858e+00 3.59185969e+01 1.80058967e-01 4.63903141e+00 -1.54944319e+00 8.58472627e-01 7.28406241e-01 1.20717058e+00 5.16490325e-01 2.06283373e+00
1.07161017e+00 3.59123240e+01 1.82744804e-01 4.59495878e+00 -1.54028365e+00 8.54010683e-01 7.30490497e-01 1.18560143e+00 5.13374079e-01 2.04502677e+00
1.08403415e+00 3.59059576e+01 1.85466832e-01 4.55118287e+00 -1.53070422e+00 8.49681204e-01 7.32564034e-01 1.16410501e+00 5.10266950e-01 2.02732737e+00
1.09660217e+00 3.58994963e+01 1.88225463e-01 4.50769962e+00 -1.52152445e+00 8.45336014e-01 7.34626731e-01 1.14306024e+00 5.07169243e-01 2.00973539e+00
1.10931591e+00 3.58929390e+01 1.91021099e-01 4.46450911e+00 -1.51205693e+00 8.40874122e-01 7.36678311e-01 1.12177765e+00 5.04081016e-01 1.99225029e+00
1.12217704e+00 3.58862844e+01 1.93854164e-01 4.42161036e+00 -1.50289059e+00 8.36583683e-01 7.38718946e-01 1.10188179e+00 5.01002157e-01 1.97487274e+00
1.13518728e+00 3.58795311e+01 1.96725077e-01 4.37900297e+00 -1.49367429e+00 8.32279951e-01 7.40747781e-01 1.08194758e+00 4.97932452e-01 1.95760064e+00
1.14834836e+00 3.58726779e+01 1.99634234e-01 4.33668564e+00 -1.48466022e+00 8.27916432e-01 7.42764531e-01 1.06211509e+00 4.94872031e-01 1.94043347e+00
1.16166202e+00 3.58657235e+01 2.02582110e-01 4.29465748e+00 -1.47559046e+00 8.23657295e-01 7.44769806e-01 1.04235865e+00 4.91820887e-01 1.92337304e+00
1.17513004e+00 3.58586665e+01 2.05569088e-01 4.25291645e+00 -1.46638268e+00 8.19418171e-01 7.46762794e-01 1.02369980e+00 4.88779009e-01 1.90641742e+00
1.18875421e+00 3.58515055e+01 2.08595610e-01 4.21146532e+00 -1.45697314e+00 8.15283358e-01 7.48743917e-01 1.00510709e+00 4.85746112e-01 1.88956787e+00
1.20253633e+00 3.58442390e+01 2.11662109e-01 4.17030034e+00 -1.44826698e+00 8.10710830e-01 7.50712752e-01 9.86585020e-01 4.82722568e-01 1.87282347e+00
1.21647823e+00 3.58368658e+01 2.14769019e-01 4.12941816e+00 -1.43903435e+00 8.06359012e-01 7.52668143e-01 9.68171572e-01 4.79708299e-01 1.85618153e+00
1.23058178e+00 3.58293846e+01 2.17916779e-01 4.08882441e+00 -1.43001854e+00 8.02232203e-01 7.54611053e-01 9.50691492e-01 4.76703434e-01 1.83964463e+00
1.24484884e+00 3.58217938e+01 2.21105831e-01 4.04851155e+00 -1.42127561e+00 7.97958612e-01 7.56541306e-01 9.33356899e-01 4.73707959e-01 1.82321246e+00
1.25928131e+00 3.58140920e+01 2.24336617e-01 4.00847341e+00 -1.41207258e+00 7.93691013e-01 7.58457249e-01 9.15961896e-01 4.70722007e-01 1.80688122e+00
1.27388110e+00 3.58062777e+01 2.27609585e-01 3.96872222e+00 -1.40315835e+00 7.89416183e-01 7.60360336e-01 8.99148057e-01 4.67745458e-01 1.79065457e+00
1.28865016e+00 3.57983494e+01 2.30925182e-01 3.92926954e+00 -1.39445747e+00 7.85198966e-01 7.62250412e-01 8.82378308e-01 4.64778474e-01 1.77453223e+00
1.30359045e+00 3.57903058e+01 2.34283860e-01 3.89006801e+00 -1.38551884e+00 7.81098080e-01 7.64125547e-01 8.66097142e-01 4.61820965e-01 1.75850985e+00
1.31870395e+00 3.57821453e+01 2.37686077e-01 3.85114553e+00 -1.37665703e+00 7.76795973e-01 7.65986764e-01 8.50242017e-01 4.58872911e-01 1.74258998e+00
1.33399268e+00 3.57738664e+01 2.41132288e-01 3.81251650e+00 -1.36766831e+00 7.72601354e-01 7.67834200e-01 8.34552083e-01 4.55934513e-01 1.72677305e+00
1.34945865e+00 3.57654676e+01 2.44622950e-01 3.77415443e+00 -1.35898029e+00 7.68382846e-01 7.69666613e-01 8.19282987e-01 4.53005742e-01 1.71105638e+00
1.36510394e+00 3.57569472e+01 2.48158527e-01 3.73608856e+00 -1.35005115e+00 7.64250848e-01 7.71484563e-01 8.03976396e-01 4.50086718e-01 1.69544136e+00
