5.50000000e-01
2.00000000e+01 2.00000000e+01 5.00000000e-01 -1.31980870e-03 1.10833762e-05 0.00000000e+00
2.39393939e+01 2.39393939e+01 5.00000000e-01 -1.75881689e-03 1.45264763e-05 0.00000000e+00
2.78787879e+01 2.78787879e+01 5.00000000e-01 -1.53468716e-03 1.25924014e-05 0.00000000e+00
3.18181818e+01 3.18181818e+01 5.00000000e-01 -1.19883708e-03 9.92208451e-06 0.00000000e+00
3.57575758e+01 3.57575758e+01 5.00000000e-01 -9.07990392e-04 7.51039889e-06 0.00000000e+00
3.96969697e+01 3.96969697e+01 5.00000000e-01 -6.77553715e-04 5.63844705e-06 0.00000000e+00
4.36363636e+01 4.36363636e+01 5.00000000e-01 -5.04713638e-04 4.22196959e-06 0.00000000e+00
4.75757576e+01 4.75757576e+01 5.00000000e-01 -3.73399506e-04 3.11099857e-06 0.00000000e+00
5.15151515e+01 5.15151515e+01 5.00000000e-01 -2.79516241e-04 2.32442634e-06 0.00000000e+00
5.54545455e+01 5.54545455e+01 5.00000000e-01 -2.09448640e-04 1.74013991e-06 0.00000000e+00
5.93939394e+01 5.93939394e+01 5.00000000e-01 -1.56737232e-04 1.32015483e-06 0.00000000e+00
6.33333333e+01 6.33333333e+01 5.00000000e-01 -1.19678234e-04 9.97110161e-07 0.00000000e+00
6.72727273e+01 6.72727273e+01 5.00000000e-01 -9.18239809e-05 7.69635575e-07 0.00000000e+00
7.12121212e+01 7.12121212e+01 5.00000000e-01 -7.05370699e-05 5.95858188e-07 0.00000000e+00
7.51515152e+01 7.51515152e+01 5.00000000e-01 -5.40393917e-05 4.55093892e-07 0.00000000e+00
7.90909091e+01 7.90909091e+01 5.00000000e-01 -3.99424368e-05 3.36018773e-07 0.00000000e+00
8.30303030e+01 8.30303030e+01 5.00000000e-01 -2.61523800e-05 2.20229137e-07 0.00000000e+00
8.69696970e+01 8.69696970e+01 5.00000000e-01 -1.21928157e-05 1.02823290e-07 0.00000000e+00
9.09090909e+01 9.09090909e+01 5.00000000e-01 4.58493471e-07 7.66039369e-08 0.00000000e+00
9.48484848e+01 9.48484848e+01 5.00000000e-01 8.74619127e-06 7.66004317e-08 0.00000000e+00
9.87878788e+01 9.87878788e+01 5.00000000e-01 1.00534758e-05 8.47552035e-08 0.00000000e+00
1.02727273e+02 1.02727273e+02 5.00000000e-01 4.65355835e-06 7.65941060e-08 0.00000000e+00
1.06666667e+02 1.06666667e+02 5.00000000e-01 -4.14139187e-06 7.65886077e-08 0.00000000e+00
1.10606061e+02 1.10606061e+02 5.00000000e-01 -1.19896808e-05 1.00817705e-07 0.00000000e+00
1.14545455e+02 1.14545455e+02 5.00000000e-01 -1.61164110e-05 1.35982657e-07 0.00000000e+00
1.18484848e+02 1.18484848e+02 5.00000000e-01 -1.63319272e-05 1.37526454e-07 0.00000000e+00
1.22424242e+02 1.22424242e+02 5.00000000e-01 -1.39457356e-05 1.17556017e-07 0.00000000e+00
1.26363636e+02 1.26363636e+02 5.00000000e-01 -1.06803333e-05 8.99570870e-08 0.00000000e+00
1.30303030e+02 1.30303030e+02 5.00000000e-01 -7.51929426e-06 7.65576189e-08 0.00000000e+00
1.34242424e+02 1.34242424e+02 5.00000000e-01 -5.04071211e-06 7.65522919e-08 0.00000000e+00
1.38181818e+02 1.38181818e+02 5.00000000e-01 -3.24689089e-06 7.65437646e-08 0.00000000e+00
1.42121212e+02 1.42121212e+02 5.00000000e-01 -1.98661988e-06 7.65390826e-08 0.00000000e+00
1.46060606e+02 1.46060606e+02 5.00000000e-01 -1.22268625e-06 7.65274189e-08 0.00000000e+00
1.50000000e+02 1.50000000e+02 5.00000000e-01 -6.65106112e-07 7.65202669e-08 0.00000000e+00
